Unnamed: 0,SAVSNET_consult_id,Narrative,SAVSNET MPC,Consult_date,Species,Narrative_cleaned
1285,2362462,"""recheck skin. much improved on apoquel. no itching at all. shampooing still. owner very pleased with result- different dog. no side effects noted. defecating, urinating, drinking, eating normal. exam: nothing abnormal detected on full exam today. no erythema over skin. advise repeat haematology to check wbc given low prev reading. bloods taken. Lab Request References Generated: Haematology (3 Part) is 041169. called owner with results. wbc within normal limits but low end today, apoquel has shown no effect. ok for 3 months written prescription then repeat check and biochem&amp;haem- if stable can go to 6monthly monitoring.""",pruritus,27-10-2016 15:45,dog,"""recheck skin. much improved on apoquel. no itching at all. shampooing still. owner very pleased with result- different dog. no side effects noted. defecating, urinating, drinking, eating normal. exam: nothing abnormal detected on full exam today. no erythema over skin. advise repeat haematology to check wbc given low prev reading. bloods taken. Lab Request References Generated: Haematology (3 Part) is 041169. called owner with results. wbc within normal limits but low end today, apoquel has shown no effect. ok for 3 months written prescription then repeat check and biochem&amp;haem- if stable can go to 6monthly monitoring."""
1286,2144316,"""""",vaccination,09-09-2016 16:47,dog,""""""
1287,5725658,Next appointment in 3 weeks. Tricat A371C01 FeLV 6RFY02. In for 2nd vaccination but had been over 4 weeks so advised will need another in 3-4 weeks time. O no concerns since last visit. Re-see 3-4w for 2nd tricat/felv vaccination.,vaccination,13-02-2019 09:52,cat,Next appointment in 3 weeks. Tricat A371C01 FeLV 6RFY02. In for 2nd vaccination but had been over 4 weeks so advised will need another in 3-4 weeks time. O no concerns since last visit. Re-see 3-4w for 2nd tricat/felv vaccination.
1288,5345423,2nd Vacc and Id chip. Ce NAD,vaccination,14-11-2018 15:15,cat,2nd Vacc and Id chip. Ce NAD
1289,6094404,"biop 8y, was 6-8 <<name>> then. over the last couple months become frail, struggling with jumping, has lost weight over 3wks despite eating, been wormed, still eating. last night fell down the stairs. was dazed but then got up and was walking, but seemed to have poor control of hind legs - wobbly. this morning had gone out but seemed not to be able to get up and walk, or can but v difficult.  v thin BCS 1.5/9, HR 227, obvious goitre. v wobbly, diff to assess proprioception as wriggly, but v ataxic. on discussion, this and abnormal lying position (hunched, head down and flat on table) been happeneing over severeal weeks, suspicious for forebrain lesion from signs, might be why she fell down stairs. dicsussed option, o elected euth taking home to bury",other_unwell,11-05-2019 10:59,cat,"biop 8y, was 6-8 <<name>> then. over the last couple months become frail, struggling with jumping, has lost weight over 3wks despite eating, been wormed, still eating. last night fell down the stairs. was dazed but then got up and was walking, but seemed to have poor control of hind legs - wobbly. this morning had gone out but seemed not to be able to get up and walk, or can but v difficult.  v thin BCS 1.5/9, HR 227, obvious goitre. v wobbly, diff to assess proprioception as wriggly, but v ataxic. on discussion, this and abnormal lying position (hunched, head down and flat on table) been happeneing over severeal weeks, suspicious for forebrain lesion from signs, might be why she fell down stairs. dicsussed option, o elected euth taking home to bury"
1290,2806654,"""Booster 2017. Weight 10.2kg. Chip working fine over right shoulder, but only the older scanner picked it up!. Small warty mass just behind right shoulder, noted before, on skin, opened up and small amount of discharge in coat. Too small to easily FNA, will monitor for now. Has gained some weight, recommended O cut down food/treats and try to get back towards 9-0.5kg. Eyes/ears ok, mild tartar on teeth, monitor for now. Lns/back end ok. HR 104bpm, no obv murmur, pulses synch.""",vaccination,17-02-2017 10:12,dog,"""Booster 2017. Weight 10.2kg. Chip working fine over right shoulder, but only the older scanner picked it up!. Small warty mass just behind right shoulder, noted before, on skin, opened up and small amount of discharge in coat. Too small to easily FNA, will monitor for now. Has gained some weight, recommended O cut down food/treats and try to get back towards 9-0.5kg. Eyes/ears ok, mild tartar on teeth, monitor for now. Lns/back end ok. HR 104bpm, no obv murmur, pulses synch."""
1291,4690794,"""In for booster, owner reports all well, defecating, urinating, drinking, eating fine. CE: BAR, mucous membranes pink, CRT<2, skin tent OK, abdomen palpation NAD, chest clear. Overweight, discussed weight loss. Otherwise in good health, very nice teeth and lovely temperament. Vaccinated with Nobivac DHP and L4""",vaccination,04-07-2018 09:42,dog,"""In for booster, owner reports all well, defecating, urinating, drinking, eating fine. CE: BAR, mucous membranes pink, CRT<2, skin tent OK, abdomen palpation NAD, chest clear. Overweight, discussed weight loss. Otherwise in good health, very nice teeth and lovely temperament. Vaccinated with Nobivac DHP and L4"""
1292,6431793,"cough. O reports yesterday pm started with a course dry cough only lasted a few mins. Was then fine, this morning same again but been fine since. DUDE all fine. O noticed red patch on her back foot again. BAR. Mms pink. Oral exam NAD. Tracheal pinch negative. Auscul NAD. Abdo palp NAD. RH interdigital space digits 2+3 very slightly erythematous but not bothering her and rest fine. Adv monitor both cough + foot. No treatment indicated currently. warn may be mild KC but as she is vaccinated should self resolve. Resee if any concerns.",other_unwell,24-07-2019 15:23,dog,"cough. O reports yesterday pm started with a course dry cough only lasted a few mins. Was then fine, this morning same again but been fine since. DUDE all fine. O noticed red patch on her back foot again. BAR. Mms pink. Oral exam NAD. Tracheal pinch negative. Auscul NAD. Abdo palp NAD. RH interdigital space digits 2+3 very slightly erythematous but not bothering her and rest fine. Adv monitor both cough + foot. No treatment indicated currently. warn may be mild KC but as she is vaccinated should self resolve. Resee if any concerns."
1293,5249238,"Lump on face. Left side of face small nodule in skin that has bled++ Dog bit aggitated here but slow and steady approach worked well and she let me clip a square of fur from the side of her face. Well defined erythematous nodule with central 'hole' with blood clot. Not itchy. ddxs - wart that has got knocked, tick bite reaction, tumour. Plan = use isaderm for a week then recheck. If not much better then would be sensible to GA and excisional biopsy. Not sure would be able to FNA this as dog moves around a lot. O also mentioned noted dog's eyes cloudy. Vision ok. Right eye has central cataract with few whisps coming out from it. left eye more on a generalised cataract starting to form est 30% vision affacted. Advise cloudy appearance due to cataract, very common in this age and would not advise treatment unless visually a problem. Next appointment in 1 week.",tumour,25-10-2018 10:05,dog,"Lump on face. Left side of face small nodule in skin that has bled++ Dog bit aggitated here but slow and steady approach worked well and she let me clip a square of fur from the side of her face. Well defined erythematous nodule with central 'hole' with blood clot. Not itchy. ddxs - wart that has got knocked, tick bite reaction, tumour. Plan = use isaderm for a week then recheck. If not much better then would be sensible to GA and excisional biopsy. Not sure would be able to FNA this as dog moves around a lot. O also mentioned noted dog's eyes cloudy. Vision ok. Right eye has central cataract with few whisps coming out from it. left eye more on a generalised cataract starting to form est 30% vision affacted. Advise cloudy appearance due to cataract, very common in this age and would not advise treatment unless visually a problem. Next appointment in 1 week."
1294,4143892,"""still signs of ear mites, clean ears in surgery, full consult booked to <<name>>.""",other_healthy,25-01-2018 15:17,dog,"""still signs of ear mites, clean ears in surgery, full consult booked to <<name>>."""
1295,491147,"""traumatic deep scratch to L medial cornea, fl +ve. approx 2/3rds corneal depth, some corneal oedema + single ingrowing blood vessel. occurred sun, had belehperospasm but o started loxicam again and has helped. advise isathal + cont loxicam + recheck Tues, if no better consider adding in viscotears/surgery etc.""",trauma,23-07-2015 16:55,dog,"""traumatic deep scratch to L medial cornea, fl +ve. approx 2/3rds corneal depth, some corneal oedema + single ingrowing blood vessel. occurred sun, had belehperospasm but o started loxicam again and has helped. advise isathal + cont loxicam + recheck Tues, if no better consider adding in viscotears/surgery etc."""
1296,2213084,"""clipped claws and remove matted fur by clipping""",other_healthy,26-09-2016 09:43,cat,"""clipped claws and remove matted fur by clipping"""
1297,203759,"""all ok to vacc""",vaccination,29-09-2014 14:05,dog,"""all ok to vacc"""
1298,4249023,"""Discussed 22nd Jan appt and off-balance on HLs. OR a little off form last few days, will eat but not his normal food. Also noted that post rest, is v. unsteady on Hls but walks it out. Concerned re enlarged subman lln. On CE, teeth (looked at from a distance) do not appear to be deteriorated enough to cause any inflammation/discomfort to eating, some staining and tarter but no inflammation/gingivitis noted. LNS as before but no other enlarged LNS. Both HLS NO knuckling response, muscle atrophy of HLS, thickened hips noted also. Discussed w/ O, O doesn't want FI. Adv re differentials for ataxia/neuro abnorm for HLS. O happy to trial preds, advise re s/e and importance of tapering dose. Adv starting w/ this first, may also improve LNS, advise could cause worsening if enlargement due to infectious cause so O to monitor closely. Adv can add in gabapentin as pain relief but due to ataxia s/e, would like him to settle on steroids first before adding. Resee nearing end of course, sooner if concerned. *can dispense further steroids if needed*.""",other_healthy,23-02-2018 17:52,dog,"""Discussed 22nd Jan appt and off-balance on HLs. OR a little off form last few days, will eat but not his normal food. Also noted that post rest, is v. unsteady on Hls but walks it out. Concerned re enlarged subman lln. On CE, teeth (looked at from a distance) do not appear to be deteriorated enough to cause any inflammation/discomfort to eating, some staining and tarter but no inflammation/gingivitis noted. LNS as before but no other enlarged LNS. Both HLS NO knuckling response, muscle atrophy of HLS, thickened hips noted also. Discussed w/ O, O doesn't want FI. Adv re differentials for ataxia/neuro abnorm for HLS. O happy to trial preds, advise re s/e and importance of tapering dose. Adv starting w/ this first, may also improve LNS, advise could cause worsening if enlargement due to infectious cause so O to monitor closely. Adv can add in gabapentin as pain relief but due to ataxia s/e, would like him to settle on steroids first before adding. Resee nearing end of course, sooner if concerned. *can dispense further steroids if needed*."""
1299,4194483,"""""",vaccination,08-02-2018 11:55,cat,""""""
1300,3408126,"""Repeat maxidex.""",other_unwell,24-07-2017 19:47,dog,"""Repeat maxidex."""
1301,4085713,"""Annual vaccination DHP A110B02 L4A079A01 KC A087B01. Skin ulcer behind right ear. Next appointment in 5 days. REEX.""",vaccination,10-01-2018 13:43,dog,"""Annual vaccination DHP A110B02 L4A079A01 KC A087B01. Skin ulcer behind right ear. Next appointment in 5 days. REEX."""
1302,9664,"""1st vac has ear mites see back in 2 weeks.""",,24-03-2014 15:33,dog,"""1st vac has ear mites see back in 2 weeks."""
1303,1396257,"""Sore L ear, possibly for a week or so - O thought it was just waxy and was cleaning but no improvement. Pinna red, waxy, stained fur around and yeasty smell. Internally very hairy and erythematous walls but not stenotic or friable, no obvious FB. Discussed swabbing for C+S, O happier to treat first as never had problems before so unlikely to be resistant infection. Recheck in a week to assess progress, O has cleaner at home.  Next appointment in 1 week.""",pruritus,31-03-2016 09:27,dog,"""Sore L ear, possibly for a week or so - O thought it was just waxy and was cleaning but no improvement. Pinna red, waxy, stained fur around and yeasty smell. Internally very hairy and erythematous walls but not stenotic or friable, no obvious FB. Discussed swabbing for C+S, O happier to treat first as never had problems before so unlikely to be resistant infection. Recheck in a week to assess progress, O has cleaner at home.  Next appointment in 1 week."""
1304,3833498,"""routine ducat felv hr 172.""",vaccination,03-11-2017 12:08,cat,"""routine ducat felv hr 172."""
1305,3822586,"""<<name>>- 2nd lepto vaccination and weight check. Lost some weight- keep going- recheck 1 month with nurse""",vaccination,01-11-2017 12:04,dog,"""<<name>>- 2nd lepto vaccination and weight check. Lost some weight- keep going- recheck 1 month with nurse"""
1306,3599221,"""Fine on pe. Disliked KC so care next time.""",vaccination,09-09-2017 10:16,dog,"""Fine on pe. Disliked KC so care next time."""
1307,5653199,"Booster tricat. PE perfect but a lot of tartar, dental advised, given estimate",vaccination,28-01-2019 09:52,cat,"Booster tricat. PE perfect but a lot of tartar, dental advised, given estimate"
1308,3789590,"""2nd DHP. BAR DUDE NAD on CE""",vaccination,24-10-2017 17:36,dog,"""2nd DHP. BAR DUDE NAD on CE"""
1309,3108727,"""BAR, no problems at home, DUDE normally, BCS 5/9. HR/RR WNL, NAD on abdo palpation, skin/coat WNL, no lumps/bumps found. Lovely teeth, mucous membranes pink and moist, ears/eyes/nose clean, limbs WNL. Nervous but good for vaccination, O brought worming treatment with him to apply (quantex).""",vaccination,08-05-2017 17:12,cat,"""BAR, no problems at home, DUDE normally, BCS 5/9. HR/RR WNL, NAD on abdo palpation, skin/coat WNL, no lumps/bumps found. Lovely teeth, mucous membranes pink and moist, ears/eyes/nose clean, limbs WNL. Nervous but good for vaccination, O brought worming treatment with him to apply (quantex)."""
1310,1829232,"""Rx cough. Settled. Chest clear again-adv back to original dose (try EOD) of diuretic but likely will need extra dose am occas-rv as necessary. HR 120bpm. Clip some nails. Next appointment in 4 weeks.""",other_healthy,04-07-2016 10:59,dog,"""Rx cough. Settled. Chest clear again-adv back to original dose (try EOD) of diuretic but likely will need extra dose am occas-rv as necessary. HR 120bpm. Clip some nails. Next appointment in 4 weeks."""
1311,1640912,"""Removed all staples. Slight swelling medial to wound but doesn&apos;t apear to be anything to be concerned about.""",post_op,23-05-2016 17:20,dog,"""Removed all staples. Slight swelling medial to wound but doesn&apos;t apear to be anything to be concerned about."""
1312,5651936,booster dhp and l4. nothing abnormal detected on exam just had first season,vaccination,26-01-2019 15:21,dog,booster dhp and l4. nothing abnormal detected on exam just had first season
1313,1815014,"""vaccination tricat felv. been fine, generally well, v-/d-/sn-, active. clin exam nothing abnormal detected. weight and skin/coat good. teeth fine. heart rate 140, no murmur. abdo palp nothing abnormal detected.""",vaccination,30-06-2016 14:21,cat,"""vaccination tricat felv. been fine, generally well, v-/d-/sn-, active. clin exam nothing abnormal detected. weight and skin/coat good. teeth fine. heart rate 140, no murmur. abdo palp nothing abnormal detected."""
1314,4306516,"""vaccination. unremarkable physical exam.""",vaccination,15-03-2018 16:11,dog,"""vaccination. unremarkable physical exam."""
1315,3903455,"<<name>>poc - 2wks postop - all ok, rpt conv. ck 2wks, stable.""",post_op,21-11-2017 10:59,cat,"<<name>>poc - 2wks postop - all ok, rpt conv. ck 2wks, stable."""
1316,2268003,"""Sig weight gain!. Fine in himself. Repeat bloods to check platelets""",other_unwell,06-10-2016 17:47,dog,"""Sig weight gain!. Fine in himself. Repeat bloods to check platelets"""
1317,1980277,"""very much better adv adult light diets. may need to use RD mix. Curentl on Burns adult food.""",other_unwell,04-08-2016 16:30,unknown,"""very much better adv adult light diets. may need to use RD mix. Curentl on Burns adult food."""
1318,5329600,"recheck next Monday - to see if can <<identifier>> the sutures out. Tail tip looks lovely, tail right up now, cat very BAR, will need to be out very soon.",post_op,12-11-2018 08:43,cat,"recheck next Monday - to see if can <<identifier>> the sutures out. Tail tip looks lovely, tail right up now, cat very BAR, will need to be out very soon."
1319,6747164,Various. O has found two lumps around back end. Larger lump R rump around size of large grape. Feels fatty and stuck needle in and yielded some fatty looking material. Other lump around size of pea near L rump and feels like sebacious cyst or such like. Adv can never tell what a lump is without sampling. Not bothering Gpig and present for some time so o will monitor for now and if starts to bother of grows then consider FNA as first step. Lame LF also. No reaction to manipulaiton or palpation any limb. Recommend trial meloxicam.,vaccination,30-09-2019 17:00,guinea pig,Various. O has found two lumps around back end. Larger lump R rump around size of large grape. Feels fatty and stuck needle in and yielded some fatty looking material. Other lump around size of pea near L rump and feels like sebacious cyst or such like. Adv can never tell what a lump is without sampling. Not bothering Gpig and present for some time so o will monitor for now and if starts to bother of grows then consider FNA as first step. Lame LF also. No reaction to manipulaiton or palpation any limb. Recommend trial meloxicam.
1320,314332,"""green discharge from right eye and erythema to schlera - conjunctivitis. Fluro negative. some mild reddening to left eye.""",other_unwell,16-01-2015 17:19,dog,"""green discharge from right eye and erythema to schlera - conjunctivitis. Fluro negative. some mild reddening to left eye."""
1321,3784190,"""post op check. no b/ collar, bar, eddu all normal OR no problems. skin healed nicely s/o, mild seroma.""",other_healthy,23-10-2017 17:32,cat,"""post op check. no b/ collar, bar, eddu all normal OR no problems. skin healed nicely s/o, mild seroma."""
1322,6165881,"Presented for vaccination KC (had injection in sept 18). DUDE normal, no v or d. O really pleased with how <<identifier>> is doing since the operation in Jan. PE: BAR, oral exam ok, heart/resp/abdp palp NAD, several lumps & bumps - all feel fatty & no change since last seen. Vaccinated with KC (discussed live before).",vaccination,29-05-2019 09:07,dog,"Presented for vaccination KC (had injection in sept 18). DUDE normal, no v or d. O really pleased with how <<identifier>> is doing since the operation in Jan. PE: BAR, oral exam ok, heart/resp/abdp palp NAD, several lumps & bumps - all feel fatty & no change since last seen. Vaccinated with KC (discussed live before)."
1323,3166043,"""Prescription check. Good weight gain, approx 300g increase. O reports appetite still large. No PU/PD. V once, just a furball. No D. Exam: Some gingivitis seen, but O will monitor, as only mild. Chest ausc NAD. Abdo palp NAD. Very happy cat. Blood taken for thyroid screen. Results should be back on thursday, hopefully due to weight gain, can stay on same dose.""",other_healthy,23-05-2017 14:37,cat,"""Prescription check. Good weight gain, approx 300g increase. O reports appetite still large. No PU/PD. V once, just a furball. No D. Exam: Some gingivitis seen, but O will monitor, as only mild. Chest ausc NAD. Abdo palp NAD. Very happy cat. Blood taken for thyroid screen. Results should be back on thursday, hopefully due to weight gain, can stay on same dose."""
1324,5263086,"still milk,",other_healthy,29-10-2018 08:27,dog,"still milk,"
1325,3076535,"""hole in the middle 10x5 mm where broken down , O to applied honey, see back if worried.""",post_op,28-04-2017 17:25,dog,"""hole in the middle 10x5 mm where broken down , O to applied honey, see back if worried."""
1326,5936602,Presetned for booster. Weight loss noted. Fed two sachets and biscuits am and evening. Loosing weight but hasn't been on a diet.  HR 204,vaccination,03-04-2019 09:30,cat,Presetned for booster. Weight loss noted. Fed two sachets and biscuits am and evening. Loosing weight but hasn't been on a diet.  HR 204
1327,2163101,"""Hx Came in this morning having been out at night, O noted problem with LH paw, seemed not as well in himself today, reluctant to move. O hasn&apos;t seen EDDU today, normally toilets outside. O has three other cats so hard to assess EDDU. Normal before going out last night.  Cx NAD except RH 3x2x2mm pedunculated ST cutaneuos mass, darkly pigmented alopecic over dorsal aspect metatarsal 4 and 5 (OR present some time and no change). Also LH digits 2 and 3 scuffed claws and medial aspect 2nd metatarsal small wound approximately 3mm diameter circular full thickness, clipped and cleaned.  Adv SWB daily, allow to heal by second intention, keep in for one week, recheck if concerned. O not keen on further investigation of mass.""",trauma,14-09-2016 14:45,cat,"""Hx Came in this morning having been out at night, O noted problem with LH paw, seemed not as well in himself today, reluctant to move. O hasn&apos;t seen EDDU today, normally toilets outside. O has three other cats so hard to assess EDDU. Normal before going out last night.  Cx NAD except RH 3x2x2mm pedunculated ST cutaneuos mass, darkly pigmented alopecic over dorsal aspect metatarsal 4 and 5 (OR present some time and no change). Also LH digits 2 and 3 scuffed claws and medial aspect 2nd metatarsal small wound approximately 3mm diameter circular full thickness, clipped and cleaned.  Adv SWB daily, allow to heal by second intention, keep in for one week, recheck if concerned. O not keen on further investigation of mass."""
1328,4089992,"""hpc check+endectrid+quantex. no problems reported. PE:BAR, eDDU fine, abdo lungs ok, hr 102, mm pink moist crt<2, eyes ears ln ag's teeth gums chip fine, clipped front dew claws, other nails ok.""",other_healthy,11-01-2018 11:20,dog,"""hpc check+endectrid+quantex. no problems reported. PE:BAR, eDDU fine, abdo lungs ok, hr 102, mm pink moist crt<2, eyes ears ln ag's teeth gums chip fine, clipped front dew claws, other nails ok."""
1329,6712592,"2nd L4 + KC. L4 Nobivac A119A01. KC Nobivac A102F01 SOLVENT A337A02. No abnormal reports. Eating fine, no v/d, no cough/sneez. Happy at home. Growing fine. No previous wormer. Exam: eyes ok, ears ok, babyteeth ok, palate ok, heart fine no murmur HR 144, lungs clear, abdomen soft and comfortable, lnn ok, no hernia, both test in scrotum. F/W for this month, come back in a month to re-check weight and give more f/w.",vaccination,23-09-2019 09:10,dog,"2nd L4 + KC. L4 Nobivac A119A01. KC Nobivac A102F01 SOLVENT A337A02. No abnormal reports. Eating fine, no v/d, no cough/sneez. Happy at home. Growing fine. No previous wormer. Exam: eyes ok, ears ok, babyteeth ok, palate ok, heart fine no murmur HR 144, lungs clear, abdomen soft and comfortable, lnn ok, no hernia, both test in scrotum. F/W for this month, come back in a month to re-check weight and give more f/w."
1330,45354,"""not quite himself , eating well etc , but a bit itchy , coughed a few times , temperature 38.9. bilat otitis ext.""",other_healthy,14-05-2014 10:14,dog,"""not quite himself , eating well etc , but a bit itchy , coughed a few times , temperature 38.9. bilat otitis ext."""
1331,4113345,"""<<identifier>> looks great - no lumps/bumps anywhere, previous surgical site healed perfectly. Ears/eyes/mouth NAD. Lost some weight, looks good, just under 40kg would be ideal. Vaccs and KC vacc given.""",other_healthy,17-01-2018 15:26,dog,"""<<identifier>> looks great - no lumps/bumps anywhere, previous surgical site healed perfectly. Ears/eyes/mouth NAD. Lost some weight, looks good, just under 40kg would be ideal. Vaccs and KC vacc given."""
1332,2229072,"""free l4 in 4""",post_op,28-09-2016 16:52,dog,"""free l4 in 4"""
1333,6661157,"re-check, signed off. History: was wearing a butser collar, onwer took it off only for food/water, would healing very well,very well in herlsef otherwise, good appetite no other concers, Examination: BAR, mm pink Crt<2s. thoracic auscultation NAD no heart murmur,chest clear.  abdominal palaption NAD. would healed very well just a small scab left, so will leav a buster collar on for few more days, otherwise come back only if worried, please finish the course of anbs.  signed off",other_healthy,10-09-2019 15:36,cat,"re-check, signed off. History: was wearing a butser collar, onwer took it off only for food/water, would healing very well,very well in herlsef otherwise, good appetite no other concers, Examination: BAR, mm pink Crt<2s. thoracic auscultation NAD no heart murmur,chest clear.  abdominal palaption NAD. would healed very well just a small scab left, so will leav a buster collar on for few more days, otherwise come back only if worried, please finish the course of anbs.  signed off"
1334,3826403,"""HPC cancelled: sympathy card sent.""",other_unwell,02-11-2017 09:40,cat,"""HPC cancelled: sympathy card sent."""
1335,1948533,"""Free flea check: history and physical exam fine, lost wt but comparing with 2012 wt, actually better wt now so will try maintain. discussed flea problem management.""",vaccination,28-07-2016 16:23,cat,"""Free flea check: history and physical exam fine, lost wt but comparing with 2012 wt, actually better wt now so will try maintain. discussed flea problem management."""
1336,2169413,"""History: recheck skin. Physical Exam: plaques still on neck region. Diagnosis: possible cushings? coming in tomorrow for acth stim test. Treatment/Plan: look at impression smear slide under microscope, acth stim test tomorrow. dispense more atb if needed. Client not brought any money today - signed payment agreement to pay all treatment tomorrow. slide impression smear - presence of many neutrophils and some intracellular bacteria. carry on with atb treatment from tomorrow.""",vaccination,15-09-2016 16:36,dog,"""History: recheck skin. Physical Exam: plaques still on neck region. Diagnosis: possible cushings? coming in tomorrow for acth stim test. Treatment/Plan: look at impression smear slide under microscope, acth stim test tomorrow. dispense more atb if needed. Client not brought any money today - signed payment agreement to pay all treatment tomorrow. slide impression smear - presence of many neutrophils and some intracellular bacteria. carry on with atb treatment from tomorrow."""
1337,6831859,". squinting L eye. has ongoing keratitis. mild blephrospasm L eye. crescent shaped defect central cornea, 4mm length, fl uptake throughout moderate corneal odema. plan - start exocin and remend, already on meloxaid. rv 2d to check cornea, advised rv asap if squinting worse, increased discharge etc",trauma,19-10-2019 09:06,dog,". squinting L eye. has ongoing keratitis. mild blephrospasm L eye. crescent shaped defect central cornea, 4mm length, fl uptake throughout moderate corneal odema. plan - start exocin and remend, already on meloxaid. rv 2d to check cornea, advised rv asap if squinting worse, increased discharge etc"
1338,2133712,"""dramatic improvement, but still pruritic &amp; thin coat, discuss poss atopy, adv in for biopsies &amp; bloods to rule out other causes then poss atopica or sim.""",other_healthy,07-09-2016 17:54,dog,"""dramatic improvement, but still pruritic &amp; thin coat, discuss poss atopy, adv in for biopsies &amp; bloods to rule out other causes then poss atopica or sim."""
1339,6258915,"over here on holiday for 1 week, marked shaking of head. both ears v inflammed with lot of black wax, right worse than left. cleaned in consultation and demonstrate to owner. treatment as shown and to see own vet if ongoing in 1 week. also large soft subcut lump on sternum, had for long time and no change. discuss fnas, owner prefer to monitor for now. owner reports overdue on vaccines- discuss restart course with own vet when n ear infection clears up as only starying ehre for 1 week so would be home before 2nd vaccination.",other_healthy,18-06-2019 15:31,dog,"over here on holiday for 1 week, marked shaking of head. both ears v inflammed with lot of black wax, right worse than left. cleaned in consultation and demonstrate to owner. treatment as shown and to see own vet if ongoing in 1 week. also large soft subcut lump on sternum, had for long time and no change. discuss fnas, owner prefer to monitor for now. owner reports overdue on vaccines- discuss restart course with own vet when n ear infection clears up as only starying ehre for 1 week so would be home before 2nd vaccination."
1340,5501477,"foudend in the field, owned for 3 weeks,settled well in the house,O has no concerns,all DEDU normal,no V+D+ coughing or sneezing. HR 200 bpm no murmur,MM pink and moist,ears dirty and O reported she has been scratcgin,strongholg dispensed in case ear mites,teeth excellent,mouth ok,eyes ok,abdomen palpate ok.",vaccination,21-12-2018 09:53,cat,"foudend in the field, owned for 3 weeks,settled well in the house,O has no concerns,all DEDU normal,no V+D+ coughing or sneezing. HR 200 bpm no murmur,MM pink and moist,ears dirty and O reported she has been scratcgin,strongholg dispensed in case ear mites,teeth excellent,mouth ok,eyes ok,abdomen palpate ok."
1341,104147,"""been off colour and not eating last 2-3d. not been seen drinking. quieter in self. no head tilt/turn. mms pink, teeth lower molars quite long and some sharp points but no ulcers etc seen. chest Hr200. abdo palp quite empty and gassy but no obvious obstruction. no flystrike/faseces around back end. disc with o - admitted for sympto tx of ileus.""",gastroenteric,07-07-2014 14:20,rabbit,"""been off colour and not eating last 2-3d. not been seen drinking. quieter in self. no head tilt/turn. mms pink, teeth lower molars quite long and some sharp points but no ulcers etc seen. chest Hr200. abdo palp quite empty and gassy but no obvious obstruction. no flystrike/faseces around back end. disc with o - admitted for sympto tx of ileus."""
1342,796804,"""(i) L flank 1mm mass in skin - feels fibrous - monitor. (ii) o&apos; saw black spots on him - cannot find anything on thorough combing and checked under microscope.""",other_unwell,09-11-2015 15:59,dog,"""(i) L flank 1mm mass in skin - feels fibrous - monitor. (ii) o&apos; saw black spots on him - cannot find anything on thorough combing and checked under microscope."""
1343,4709713,"""Wound infected. O.""",other_unwell,07-07-2018 09:47,dog,"""Wound infected. O."""
1344,1320010,"""Seems a lot better, adv finish off ear drops &amp; re-examine if necessary.""",other_healthy,14-03-2016 09:28,dog,"""Seems a lot better, adv finish off ear drops &amp; re-examine if necessary."""
1345,21962,"""Hx - here for vaccinations. Couple of concerns - eyes red and inflamed for the past couple of weeks. Has ongoing sebhorreic dermatitis (on piriton) and flaring up at the moment - has skin lesion on his back. Also concerned re teeth. Eating and drinking normally. Bright and full of energy. No coughing/sneezing. PE - mm pink, crt 1-2s, teeth grade 2. Lesion right flank lumbar area - approx 1.5inches diameter surface of skin peeling off. No inflammation or exudate in area. Not look sore. Eyes - bilateral episcleral congestion and moderate to severe conjunctivitis. Not ulcerated. Ears ok. Auscultation and abd pal normal (slightly pot bellied appearance). 12.4kg today. Vaccinated - will need second L4 in four weeks time. Fucithalmic for eyes. Adv book in for dental and biopsy skin lesion at the same time. L4: A006A04 exp. 01.2016.""",vaccination,14-04-2014 14:58,dog,"""Hx - here for vaccinations. Couple of concerns - eyes red and inflamed for the past couple of weeks. Has ongoing sebhorreic dermatitis (on piriton) and flaring up at the moment - has skin lesion on his back. Also concerned re teeth. Eating and drinking normally. Bright and full of energy. No coughing/sneezing. PE - mm pink, crt 1-2s, teeth grade 2. Lesion right flank lumbar area - approx 1.5inches diameter surface of skin peeling off. No inflammation or exudate in area. Not look sore. Eyes - bilateral episcleral congestion and moderate to severe conjunctivitis. Not ulcerated. Ears ok. Auscultation and abd pal normal (slightly pot bellied appearance). 12.4kg today. Vaccinated - will need second L4 in four weeks time. Fucithalmic for eyes. Adv book in for dental and biopsy skin lesion at the same time. L4: A006A04 exp. 01.2016."""
1346,3337028,"""Post operation check. Check over small scab at cranial end of wound otherwise OK.""",post_op,07-07-2017 08:52,dog,"""Post operation check. Check over small scab at cranial end of wound otherwise OK."""
1347,2355524,"""Both ears looking good now and owner reports almost not shaking head.Left ear had quite a lot of debris/wax in the ear canal that managed to remove with cotton bud.Once removed ear drum visible. Still drinking + and getting stiffer but already on tramadol + onsior.""",other_healthy,26-10-2016 11:24,dog,"""Both ears looking good now and owner reports almost not shaking head.Left ear had quite a lot of debris/wax in the ear canal that managed to remove with cotton bud.Once removed ear drum visible. Still drinking + and getting stiffer but already on tramadol + onsior."""
1348,6382510,booster. admin wormer. health check all ok apart from weight. on id and chicken advse reduce by 10-%. warn re diabetes,other_healthy,15-07-2019 12:35,cat,booster. admin wormer. health check all ok apart from weight. on id and chicken advse reduce by 10-%. warn re diabetes
